Name::Name,Area::Area!!R,Intensity Mean Value::Intensity Mean Value!!R,Diameter::Diameter!!R,,,,
Circle (Diameter),4.775559156,46.95667887,2.465852949,,,,
Circle (Diameter),4.308283532,44.39446928,2.342109511,,,,
Circle (Diameter),2.45919576,48.36127763,1.76950425,,,,
Circle (Diameter),4.069585178,57.67117727,2.276303314,,,,
Circle (Diameter),4.317949735,52.35738728,2.344735455,,,,
Circle (Diameter),2.703466396,51.40663227,1.855305992,,,,
Circle (Diameter),3.844305788,50.40371216,2.212401897,,,,
Circle (Diameter),2.441910315,47.77823342,1.763274448,,,,
Circle (Diameter),4.24336134,86.54548591,2.32439572,,,,
Circle (Diameter),2.483121833,68.17866522,1.778091368,,,,
Circle (Diameter),2.69568867,76.97178631,1.852635262,,,,
Circle (Diameter),3.876492468,85.10266845,2.221644325,,,,
Circle (Diameter),4.13879485,81.32660226,2.295577764,,,,
Circle (Diameter),3.761292097,68.41358025,2.188384298,,,,
Circle (Diameter),3.883581722,83.0097186,2.223674847,,,,
Circle (Diameter),2.052781987,83.4264947,1.616688963,,,,
Circle (Diameter),2.809338266,95.00872035,1.891285429,,,,
Circle (Diameter),3.504971273,83.85689949,2.112502788,,,,
Circle (Diameter),4.348481678,66.37797542,2.353010589,,,,
Circle (Diameter),3.422891009,86.5282814,2.087620701,,,,
Circle (Diameter),2.287170433,87.73039119,1.706492262,,,,
Circle (Diameter),3.658165612,78.53532458,2.158175414,,,,
Circle (Diameter),3.553156043,70.79308814,2.126974091,,,,
Circle (Diameter),3.718535037,66.68678204,2.175910351,,,,
Circle (Diameter),2.782532026,42.3127024,1.882240636,,,,
Circle (Diameter),2.362936831,67.58190313,1.734527202,,,,
Circle (Diameter),4.256321382,63.209853,2.327942589,,,,
Circle (Diameter),2.208745566,65.06562134,1.676980083,,,,
Circle (Diameter),3.697156507,65.93785551,2.169646484,,,,
Circle (Diameter),4.535017663,56.80029296,2.402948985,,,,
Circle (Diameter),5.121653396,53.09120313,2.553642817,,,,
Circle (Diameter),2.368253771,62.54859826,1.736477571,,,,
Circle (Diameter),3.649636354,80.56568646,2.155657981,,,,
Circle (Diameter),3.697156507,80.12313513,2.169646484,,,,
Circle (Diameter),1.965163244,66.15241848,1.581810214,,,,
Circle (Diameter),2.448561721,73.54274956,1.765674265,,,,
Circle (Diameter),4.121736334,70.63312914,2.290842136,,,,
Circle (Diameter),4.150425657,67.22870564,2.298801008,,,,
Circle (Diameter),4.194179644,82.03104022,2.310886276,,,,
Circle (Diameter),4.629504121,63.81536814,2.427852491,,,,
Circle (Diameter),3.048489805,78.16039062,1.970141561,,,,
Circle (Diameter),2.823738313,66.55771761,1.896126389,,,,
Circle (Diameter),3.964775829,70.79540603,2.246799807,,,,
Circle (Diameter),4.684445836,64.52655772,2.442216551,,,,
Circle (Diameter),3.899532542,68.90127876,2.228236755,,,,
Circle (Diameter),2.792501289,57.25173275,1.885609469,,,,
Circle (Diameter),4.491152906,58.81847605,2.391299538,,,,
Circle (Diameter),2.766248897,61.58900992,1.876725203,,,,
Circle (Diameter),4.38835873,59.22319183,2.36377492,,,,
Circle (Diameter),2.699787145,55.45316994,1.854043083,,,,
Circle (Diameter),3.921797229,72.04678783,2.234588848,,,,
Circle (Diameter),2.145606901,66.10451741,1.652837425,,,,
