Name::Name,Area::Area!!R,Intensity Mean Value::Intensity Mean Value!!R,Diameter::Diameter!!R,,,,
Circle (Diameter),4.569711941,97.60034542,2.412123121,,,,
Circle (Diameter),2.660529873,76.35484281,1.840514016,,,,
Circle (Diameter),1.944481894,95.52010166,1.573464725,,,,
Circle (Diameter),4.243278304,82.47098759,2.324372977,,,,
Circle (Diameter),3.406133976,72.8551927,2.082504375,,,,
Circle (Diameter),3.712464662,92.61036556,2.174133578,,,,
Circle (Diameter),3.995341905,88.86348517,2.255443927,,,,
Circle (Diameter),4.813340565,85.30575801,2.47558792,,,,
Circle (Diameter),4.751954767,78.89262653,2.459751354,,,,
Circle (Diameter),3.663643209,96.04178307,2.159790594,,,,
Circle (Diameter),4.097292586,80.36823442,2.284039174,,,,
Circle (Diameter),4.464410768,84.63291938,2.384169527,,,,
Circle (Diameter),4.175311183,92.49505913,2.305682396,,,,
Circle (Diameter),4.63432857,89.2716732,2.429117206,,,,
Circle (Diameter),2.803045438,84.15684777,1.889166032,,,,
Circle (Diameter),5.122543101,79.01309091,2.55386461,,,,
Circle (Diameter),4.304424781,81.71152537,2.341060411,,,,
Circle (Diameter),2.865268858,81.36708214,1.910019271,,,,
Circle (Diameter),3.89518613,80.73505608,2.226994615,,,,
Circle (Diameter),2.57521199,86.26423829,1.810762751,,,,
Circle (Diameter),5.066542023,80.81075728,2.539866465,,,,
Circle (Diameter),3.481759364,76.22573444,2.105496072,,,,
Circle (Diameter),4.893872031,86.04601064,2.496211409,,,,
Circle (Diameter),2.332181668,89.87860519,1.72320223,,,,
Circle (Diameter),5.153654812,86.4078112,2.561608305,,,,
Circle (Diameter),4.410324256,77.6000912,2.369683365,,,,
Circle (Diameter),2.328232874,82.19740523,1.72174277,,,,
Circle (Diameter),4.694637424,80.00458892,2.444871779,,,,
Circle (Diameter),1.823146224,97.50764695,1.52358192,,,,
Circle (Diameter),2.404935206,82.1825182,1.749873883,,,,
Circle (Diameter),2.41714057,88.38693794,1.754308684,,,,
Circle (Diameter),3.57353891,81.17823279,2.133066116,,,,
Circle (Diameter),4.322732826,70.84633822,2.346033754,,,,
Circle (Diameter),4.39452908,80.32912598,2.365436155,,,,
Circle (Diameter),4.484154738,85.89684061,2.389435736,,,,
Circle (Diameter),4.25919314,89.86278175,2.328727793,,,,
Circle (Diameter),3.36497079,84.93949226,2.069882576,,,,
Circle (Diameter),2.672974557,93.39867004,1.844813516,,,,
