Name::Name,Area::Area!!R,Intensity Mean Value::Intensity Mean Value!!R,Diameter::Diameter!!R,,,,
Circle (Diameter),4.885883808,88.53568296,2.494173305,,,,
Circle (Diameter),5.090767121,84.1099648,2.545931266,,,,
Circle (Diameter),4.496402658,97.56346679,2.392696737,,,,
Circle (Diameter),4.24638416,84.92853359,2.325223481,,,,
Circle (Diameter),4.354277538,98.09612351,2.354578168,,,,
Circle (Diameter),4.817039972,96.49343199,2.476539073,,,,
Circle (Diameter),4.648543732,84.61332591,2.432839844,,,,
Circle (Diameter),4.605944232,83.13291108,2.421666851,,,,
Circle (Diameter),4.626356492,89.9349098,2.427026995,,,,
Circle (Diameter),4.735264145,101.6833429,2.455427776,,,,
Circle (Diameter),4.315988701,87.35582422,2.344202954,,,,
Circle (Diameter),4.238903891,101.3654455,2.323174565,,,,
Circle (Diameter),4.062420245,112.2993177,2.274298596,,,,
Circle (Diameter),2.425382288,99.76215237,1.75729697,,,,
Circle (Diameter),4.888799845,95.57739824,2.494917491,,,,
Circle (Diameter),4.693171781,104.6300211,2.444490111,,,,
Circle (Diameter),3.724540276,106.5347967,2.177666633,,,,
Circle (Diameter),4.031358109,94.69952723,2.265587024,,,,
Circle (Diameter),4.392439591,96.32922233,2.364873736,,,,
Circle (Diameter),4.447844299,126.831147,2.379741845,,,,
Circle (Diameter),4.544200312,98.8127193,2.405380539,,,,
